,record_id,start_page,volume,numeric_pub_date,record_title,issue,pagination,url_doc_view,pub_id,review_type,reviewed_book_genre,genre_parsed
1128,124733930,485,57,19230601,WITTER BYNNER,4,,http://search.proquest.com/docview/124733930/,24243,single_focus,Poetry,poetry
1129,124733948,212,37,19130401,"III ""THE WOMAN WITH EMPTY HANDS""",2,,http://search.proquest.com/docview/124733948/,24243,single_focus,Fiction - novel,fiction
1131,124733971,548,57,19230701,THE BOOK OF THE MONTH,5,,http://search.proquest.com/docview/124733971/,24243,single_focus,Nonfiction - biographical,nonfiction
1133,124733975,485,57,19230601,JOHN HALL WHEELOCK,4,,http://search.proquest.com/docview/124733975/,24243,single_focus,Poetry,poetry
1135,124733983,575,36,19130101,"V REMY DE GOURMONT'S ""UNE NUIT AU LUXEMBOURG""",5,,http://search.proquest.com/docview/124733983/,24243,single_focus,Fiction - novel,fiction
1141,124905813,IIA,20,18930708,Literature,594,iia,http://search.proquest.com/docview/124905813/,24241,single_focus,Nonfiction,nonfiction
1144,124898696,100,,18890302,"""Sidney, Earl of Godolphin""",270,100,http://search.proquest.com/docview/124898696/,24241,single_focus,Nonfiction,nonfiction
1145,124751254,269,3,18960501,NOVEL NOTES.,3,,http://search.proquest.com/docview/124751254/,24243,single_focus,Fiction,fiction
1146,124762352,395,,19040601,"V. JOSEPHINE DASKAM'S ""THE MEMOIRS OF A BABY.""",,,http://search.proquest.com/docview/124762352/,24243,single_focus,Fiction ,fiction
1147,124891813,260,24,18951026,Literature,714,260,http://search.proquest.com/docview/124891813/,24241,single_focus,Nonfiction,nonfiction
1148,124750036,557,3,18960801,Review 7 -- No Title,6,,http://search.proquest.com/docview/124750036/,24243,single_focus,Fiction,fiction
1149,90148147,67,19,18880303,TOLSTOI ON THE PHYSIOLOGY OF WAR.,15,67,http://search.proquest.com/docview/90148147/,25067,single_focus,Nonfiction,nonfiction
1150,89652586,74,XXIV,18980201,THE HOPE OF THE LABORING MAN.,279,74,http://search.proquest.com/docview/89652586/,25244,single_focus,Nonfiction,nonfiction
1151,124745977,524,29,19090701,"""Beyond the Skyline""",5,,http://search.proquest.com/docview/124745977/,24243,single_focus,Fiction,fiction
1152,124739265,192,33,19110401,"""The Riding Master""",2,,http://search.proquest.com/docview/124739265/,24243,single_focus,Fiction,fiction
1155,124904338,147,1,18810604,"""Histoire d'une Parisienne.""",11,147,http://search.proquest.com/docview/124904338/,24238,single_focus,Fiction,fiction
1156,124760289,457,,19050101,"IV. MR. BROUNER'S ""CHINESE MADE EASY.""",,,http://search.proquest.com/docview/124760289/,24243,single_focus,Nonfiction,nonfiction
1157,89694134,569,,19210501,EDWIN ARLINGTON ROBINSON,,569,http://search.proquest.com/docview/89694134/,25244,single_focus,Fiction - poetry,poetry
1158,90515626,164,54,19020116,Sound Metric,2772,164,http://search.proquest.com/docview/90515626/,24565,single_focus,Nonfiction - verse,nonfiction
1159,90137315,56,17,18860220,THE SILVER QUESTION.,4,56,http://search.proquest.com/docview/90137315/,25067,single_focus,Nonfiction,nonfiction
1165,90608987,1002,65,19081029,The Greatest Heroine,3126,1002,http://search.proquest.com/docview/90608987/,24565,single_focus,Fiction,fiction
1167,124897726,177,15,18910404,"""Cooke's Guide-Book to Browning""",379,177,http://search.proquest.com/docview/124897726/,24241,single_focus,Nonfiction,nonfiction
1171,89661606,440,XXXIX,19051216,THE RESCUE OF RELIGION.,468,440,http://search.proquest.com/docview/89661606/,25244,single_focus,Nonfiction,nonfiction
1172,124898008,99,,18890302,"""Our English""",270,99,http://search.proquest.com/docview/124898008/,24241,single_focus,Nonfiction,nonfiction
1173,124751461,370,4,18961201,Review 14 -- No Title,4,,http://search.proquest.com/docview/124751461/,24243,single_focus,Fiction,fiction
1174,124905803,137,,18870917,The Life of Bishop Kerfoot.,194,137,http://search.proquest.com/docview/124905803/,24241,single_focus,Nonfiction,nonfiction
1176,90086111,38,28,18970206,TIMBUCTOO.,3,,http://search.proquest.com/docview/90086111/,25067,single_focus,Nonfiction,nonfiction
1178,90073187,283,16,18850822,MISS CLEVELAND'S ESSAYS.,17,283,http://search.proquest.com/docview/90073187/,25067,single_focus,Nonfiction,nonfiction
1182,89666176,92,XL,19060201,A poet's first book of prose.,471,92,http://search.proquest.com/docview/89666176/,25244,single_focus,Nonfiction,nonfiction
1183,124735998,437,36,19121201,"""The Soddy""",4,,http://search.proquest.com/docview/124735998/,24243,single_focus,Fiction,fiction
1184,90335806,12,37,18851022,Review 5 -- No Title,1925,12,http://search.proquest.com/docview/90335806/,24565,single_focus,Nonfiction,nonfiction
1186,90184139,267,25,18940825,The Footprints of the Jesuits.,17,,http://search.proquest.com/docview/90184139/,25067,single_focus,Nonfiction,nonfiction
1187,90528835,218,68,19070725,Literature,3060,218,http://search.proquest.com/docview/90528835/,24565,single_focus,Nonfiction,nonfiction
1188,90558759,843,58,19050413,Review 3 -- No Title,2941,843,http://search.proquest.com/docview/90558759/,24565,single_focus,Nonfiction,nonfiction
1191,89688816,422,,19201001,SUPER SCHOOLMASTER,,422,http://search.proquest.com/docview/89688816/,25244,single_focus,Nonfiction,nonfiction
1194,90456265,23,43,18910423,THE LIFE OF AN ARTIST.,2212,23,http://search.proquest.com/docview/90456265/,24565,single_focus,Nonfiction,nonfiction
1196,90105449,239,15,18840726,RAM CHANDRA BOSE.,15,239,http://search.proquest.com/docview/90105449/,25067,single_focus,Nonfiction,nonfiction
1197,90539958,1296,66,19090610,The Reorganization of Our Colleges,3158,1296,http://search.proquest.com/docview/90539958/,24565,single_focus,Nonfiction,nonfiction
1198,124894643,456,23,18950622,Review 1 -- No Title,696,456,http://search.proquest.com/docview/124894643/,24241,single_focus,Fiction,fiction
1200,124750909,283,25,19070501,"Katherine""",3,,http://search.proquest.com/docview/124750909/,24243,single_focus,Fiction,fiction
1201,124740896,504,32,19110101,"Romance of Imperial Rome""",5,,http://search.proquest.com/docview/124740896/,24243,single_focus,Fiction,fiction
1202,124882999,IVA,22,18941201,Literature,667,iva,http://search.proquest.com/docview/124882999/,24241,single_focus,Nonfiction,nonfiction
1203,90585406,314,64,19080206,Darwinism and Evolution,3088,314,http://search.proquest.com/docview/90585406/,24565,single_focus,Nonfiction,nonfiction
1204,89644413,51,III,18820701,JOHN C. CALHOUN.,27,51,http://search.proquest.com/docview/89644413/,25244,single_focus,Nonfiction,nonfiction
1205,124748533,497,,19020701,Review 9 -- No Title,,,http://search.proquest.com/docview/124748533/,24243,single_focus,Nonfiction,nonfiction
1206,124873327,166,46,19050201,Pen and Pencil in Italy,2,,http://search.proquest.com/docview/124873327/,24242,single_focus,Nonfiction,nonfiction
1208,89694696,531,,19220501,MISS SINCLAIR AGAIN,,531,http://search.proquest.com/docview/89694696/,25244,single_focus,Fiction,fiction
1211,90160523,447,25,18941215,EDWIN BOOTH.,25,,http://search.proquest.com/docview/90160523/,25067,single_focus,Nonfiction,nonfiction
1212,89641952,148,Volume XIII.,18920901,A father and daughter in the Swiss Highlands.,149,148,http://search.proquest.com/docview/89641952/,25244,single_focus,Nonfiction,nonfiction
1213,89666727,128,XL,19060216,A contribution to the study of Dutch painting.,472,128,http://search.proquest.com/docview/89666727/,25244,single_focus,Nonfiction,nonfiction
1214,89641872,148,VI,18851001,Review 1 -- No Title,66,148,http://search.proquest.com/docview/89641872/,25244,single_focus,Nonfiction,nonfiction
1217,124897462,2,13,18900104,A New York Merchant's Diary,314,2,http://search.proquest.com/docview/124897462/,24241,single_focus,Nonfiction,nonfiction
1218,90148377,179,26,18950615,RUSSIAN RAMBLES.,12,,http://search.proquest.com/docview/90148377/,25067,single_focus,Nonfiction,nonfiction
1219,124878027,378,42,19030401,A Human Story.,4,,http://search.proquest.com/docview/124878027/,24242,single_focus,Fiction,fiction
1223,124872541,186,46,19050201,BIOGRAPHY,2,,http://search.proquest.com/docview/124872541/,24242,single_focus,Nonfiction,nonfiction
1224,90123408,3,23,18920102,PETER IBBETSON.,1,,http://search.proquest.com/docview/90123408/,25067,single_focus,Nonfiction,nonfiction
1226,90596896,2159,51,18990810,LITERATURE.,2645,2159,http://search.proquest.com/docview/90596896/,24565,single_focus,Nonfiction,nonfiction
1227,124907178,57,19,18930204,"""Songs and Sonnets""",572,57,http://search.proquest.com/docview/124907178/,24241,single_focus,Fiction - poetry,poetry
1228,124904242,292,14,18901206,"Mr. Dobson's ""Four Frenchwomen""",362,292,http://search.proquest.com/docview/124904242/,24241,single_focus,Fiction,fiction
1229,124897346,209,16,18911024,A Christian Samurai,408,209,http://search.proquest.com/docview/124897346/,24241,single_focus,Nonfiction,nonfiction
1230,90339355,11,33,18810317,Literature.,1685,11,http://search.proquest.com/docview/90339355/,24565,single_focus,Nonfiction,nonfiction
1232,124906053,319,13,18900628,"""The Ancient Classical Drama""",339,319,http://search.proquest.com/docview/124906053/,24241,single_focus,Nonfiction,nonfiction
1236,89664166,399,LI,19111116,The climax of the undesirable in psycholigy.,610,399,http://search.proquest.com/docview/89664166/,25244,single_focus,Nonfiction,nonfiction
1238,124755005,337,39,19140501,"LEE FOSTER HARTMAN'S ""THE WHITE SAPPHIRE""",3,,http://search.proquest.com/docview/124755005/,24243,single_focus,Fiction,fiction
1239,90144365,434,11,18801204,THE AFFAIR OF THE DIAMOND NECKLACE.,25,434,http://search.proquest.com/docview/90144365/,25067,single_focus,Nonfiction,nonfiction
1240,124750050,269,26,19071101,"""Semiramis""",3,,http://search.proquest.com/docview/124750050/,24243,single_focus,Fiction,fiction
1241,90638820,673,73,19120919,Review 6 -- No Title,3329,673,http://search.proquest.com/docview/90638820/,24565,single_focus,Fiction,fiction
1243,124736621,196,55,19220401,THINGS OF BEAUTY,2,,http://search.proquest.com/docview/124736621/,24243,single_focus,Nonfiction,nonfiction
1244,124749139,71,15,19020301,"VI. MISS JOHNSTON'S ""AUDREY.""",,,http://search.proquest.com/docview/124749139/,24243,single_focus,Fiction,fiction
1245,90540450,514,54,19020227,LITERATURE,2778,514,http://search.proquest.com/docview/90540450/,24565,single_focus,Fiction,fiction
1246,124908238,3,2,18840701,"""From Grave to Gay.""",27,3,http://search.proquest.com/docview/124908238/,24240,single_focus,Nonfiction,nonfiction
1247,124763895,557,6,18980201,"MRS. TRASK'S ""JOHN LEIGHTON, JR.""",6,,http://search.proquest.com/docview/124763895/,24243,single_focus,Fiction,fiction
1249,89677297,15,XLIX,19100701,The beginnings and the end of worlds.,577,15,http://search.proquest.com/docview/89677297/,25244,single_focus,Nonfiction,nonfiction
1250,90160891,159,15,18840517,MR. GEORGE ALFRED TOWNSEND'S NOVEL.,10,159,http://search.proquest.com/docview/90160891/,25067,single_focus,Nonfiction,nonfiction
1251,90137386,249,27,18960808,Leigh Hunt.,16,,http://search.proquest.com/docview/90137386/,25067,single_focus,Fiction,fiction
1255,90181888,140,24,18930506,HOMER AND THE EPIC.,9,,http://search.proquest.com/docview/90181888/,25067,single_focus,Nonfiction,nonfiction
1261,90103211,153,19,18880512,The Man Behind.,10,153,http://search.proquest.com/docview/90103211/,25067,single_focus,Fiction,fiction
1264,124751439,496,14,19020101,TWELVE BOOKS OF SOME IMPORTANCE,5,,http://search.proquest.com/docview/124751439/,24243,single_focus,Nonfiction,nonfiction
1266,90355613,11,33,18811103,Review 4 -- No Title,1718,11,http://search.proquest.com/docview/90355613/,24565,single_focus,Fiction,fiction
1267,124891067,179,25,18960314,"Mr. Davis's ""Three Gringos""",734,179,http://search.proquest.com/docview/124891067/,24241,single_focus,Nonfiction,nonfiction
1268,124890069,IVA,20,18931209,Literature,616,iva,http://search.proquest.com/docview/124890069/,24241,single_focus,Nonfiction,nonfiction
1269,90120547,346,26,18951019,UNDER THE OLD ELMS.,21,,http://search.proquest.com/docview/90120547/,25067,single_focus,Nonfiction,nonfiction
1274,90142397,445,25,18941215,LETTERS OF EMILY DICKINSON.,25,,http://search.proquest.com/docview/90142397/,25067,single_focus,Fiction - poetry,poetry
1278,89660493,197,XXXIV,19030316,DR. BOWDITCH OF MASSACHUSETTS.,402,197,http://search.proquest.com/docview/89660493/,25244,single_focus,Nonfiction,nonfiction
1283,90175555,177,32,19011101,LIFE EVERLASTING.,11,,http://search.proquest.com/docview/90175555/,25067,single_focus,Nonfiction,nonfiction
1284,124876337,285,45,19040901,Review 5 -- No Title,3,,http://search.proquest.com/docview/124876337/,24242,single_focus,Nonfiction,nonfiction
1285,90604818,1635,55,19030709,Review 1 -- No Title,2849,1635,http://search.proquest.com/docview/90604818/,24565,single_focus,Nonfiction,nonfiction
1290,124901421,4,11,18890105,"""What Dreams May Come""",262,4,http://search.proquest.com/docview/124901421/,24241,single_focus,Fiction,fiction
1292,124742023,142,31,19100401,"""None so Blind""",2,,http://search.proquest.com/docview/124742023/,24243,single_focus,Fiction - play,drama
1294,124752209,523,26,19080101,"XIV ""LE BLE QUI LEVE""",5,,http://search.proquest.com/docview/124752209/,24243,single_focus,Fiction,fiction
1296,90124503,456,18,18871210,MR. SCUDDER'S ESSAYS.,25,456,http://search.proquest.com/docview/90124503/,25067,single_focus,Nonfiction,nonfiction
1297,90167842,251,16,18850725,THE WORLD OF LONDON.,15,251,http://search.proquest.com/docview/90167842/,25067,single_focus,Nonfiction,nonfiction
1300,89645979,256,XXII,18970416,Review 3 -- No Title,260,256,http://search.proquest.com/docview/89645979/,25244,single_focus,Nonfiction,nonfiction
1301,90115155,169,21,18900524,THE UNITED STATES UNDER THE CONSTITUTION.,11,,http://search.proquest.com/docview/90115155/,25067,single_focus,Nonfiction,nonfiction
1303,89659233,122,XXXIII,19020901,The science of modern optics.,389,122,http://search.proquest.com/docview/89659233/,25244,single_focus,Nonfiction,nonfiction
1304,124910164,205,13,18900426,Schouler's History of the United States,330,205,http://search.proquest.com/docview/124910164/,24241,single_focus,Nonfiction,nonfiction
1308,124760648,496,8,18990101,THE BOOKMAN'S TABLE,5,,http://search.proquest.com/docview/124760648/,24243,single_focus,Nonfiction,nonfiction
1309,90422191,16,40,18881101,Fiterature.,2083,16,http://search.proquest.com/docview/90422191/,24565,single_focus,Nonfiction,nonfiction
1310,124892624,90,29,18980205,"""Racing and Chasing""",833,90,http://search.proquest.com/docview/124892624/,24241,single_focus,Nonfiction,nonfiction
1311,89678933,30,LXIII,19170628,Review 4 -- No Title,,30,http://search.proquest.com/docview/89678933/,25244,single_focus,Nonfiction,nonfiction
1314,89989565,218,76,19131030,THE MONROE DOCTRINE,3387,218,http://search.proquest.com/docview/89989565/,24565,single_focus,Nonfiction,nonfiction
1315,90165590,138,35,19040501,Review 15 -- No Title,5,,http://search.proquest.com/docview/90165590/,25067,single_focus,Nonfiction,nonfiction
1316,89683324,274,LXV,19181005,LAND'S END.,774,274,http://search.proquest.com/docview/89683324/,25244,single_focus,Fiction,fiction
1319,90133175,237,22,18910718,ESSAYS IN ENGLISH LITERATURE.,15,,http://search.proquest.com/docview/90133175/,25067,single_focus,Nonfiction,nonfiction
1320,90505981,1633,55,19030709,The Mannerings,2849,1633,http://search.proquest.com/docview/90505981/,24565,single_focus,Fiction,fiction
1321,124890353,362,22,18941201,"""Riverby""",667,362,http://search.proquest.com/docview/124890353/,24241,single_focus,Nonfiction,nonfiction
1322,89632965,42,VIII,18870601,ROBERT BROWNING.,86,42,http://search.proquest.com/docview/89632965/,25244,single_focus,Fiction,fiction
1323,124746128,468,46,19171201,"""H. C. L.""",4,,http://search.proquest.com/docview/124746128/,24243,single_focus,Nonfiction ,nonfiction
1326,90574713,724,70,19110406,Is Mankind Advancing?,3253,724,http://search.proquest.com/docview/90574713/,24565,single_focus,Nonfiction,nonfiction
1328,124754677,199,1,18950401,Review 2 -- No Title,3,,http://search.proquest.com/docview/124754677/,24243,single_focus,Nonfiction,nonfiction
1330,124744484,327,48,19181101,VIII,3,,http://search.proquest.com/docview/124744484/,24243,single_focus,Nonfiction,nonfiction
1334,90511584,122,88,19161016,The New Books,3541,122,http://search.proquest.com/docview/90511584/,24565,single_focus,Nonfiction,nonfiction
1336,90199333,328,35,19041101,Review 6 -- No Title,11,,http://search.proquest.com/docview/90199333/,25067,single_focus,Fiction,fiction
1337,90608879,163,88,19161023,THE VICTORIES OF FABIUS,3542,163,http://search.proquest.com/docview/90608879/,24565,single_focus,Nonfiction,nonfiction
1339,90112735,127,17,18860417,TANIS.,8,127,http://search.proquest.com/docview/90112735/,25067,single_focus,Nonfiction,nonfiction
1340,124882971,421,26,18961226,Johanna Ambrosius in English,775,421,http://search.proquest.com/docview/124882971/,24241,single_focus,Fiction - poems,poetry
1342,89663063,302,XXXVI,19040501,Life and labor of the people of London,429,302,http://search.proquest.com/docview/89663063/,25244,single_focus,Nonfiction,nonfiction
1343,89642276,55,I,18800701,THE MECHANISM OF POETRY.,3,55,http://search.proquest.com/docview/89642276/,25244,single_focus,Nonfiction,nonfiction
1344,124751211,565,39,19140701,"IV LOUIS EVAN SHIPMAN'S ""THE TRUE ADVENTURE OF A PLAY""",5,,http://search.proquest.com/docview/124751211/,24243,single_focus,Nonfiction,nonfiction
1345,89678271,506,LVI,19140616,New aspects of English governance.,672,506,http://search.proquest.com/docview/89678271/,25244,single_focus,Fiction,fiction
1347,90146482,448,19,18881208,REV. DR. S. I. PRIME.,25,448,http://search.proquest.com/docview/90146482/,25067,single_focus,Nonfiction - autobiography,nonfiction
1351,90140198,187,14,18830616,DOCTOR CLAUDIUS.,12,187,http://search.proquest.com/docview/90140198/,25067,single_focus,Fiction,fiction
1352,90151573,266,19,18880818,EARLY CHRISTIAN ART IN IRELAND.,17,266,http://search.proquest.com/docview/90151573/,25067,single_focus,Nonfiction,nonfiction
1353,89654537,320,XVIII,18950601,A NEW TREATMENT OF ENGLISH LITERARY HISTORY.,215,320,http://search.proquest.com/docview/89654537/,25244,single_focus,Non-fiction,nonfiction
1356,89655051,277,XXXIII,19021101,"THE ""VIRGINIA"" POE.",393,277,http://search.proquest.com/docview/89655051/,25244,single_focus,Nonfiction,nonfiction
1357,89664154,165,XXXIX,19050916,NEW VIEWS OF THE GREAT SPANISH ARMADA.,462,165,http://search.proquest.com/docview/89664154/,25244,single_focus,Nonfiction - history,nonfiction
1360,90162568,67,18,18870305,THE SELF-REVELATION OF GOD.,5,67,http://search.proquest.com/docview/90162568/,25067,single_focus,Nonfiction,nonfiction
1361,90056191,277,13,18820826,THE SCIENCE OF ETHICS.,17,277,http://search.proquest.com/docview/90056191/,25067,single_focus,Nonfiction,nonfiction
1363,90442005,20,44,18921201,MR. STEDMAN'S LATEST BOOK.,2296,20,http://search.proquest.com/docview/90442005/,24565,single_focus,Nonfiction,nonfiction
1364,124910087,371,18,18921231,A Plea for the Humanities,567,371,http://search.proquest.com/docview/124910087/,24241,single_focus,Nonfiction,nonfiction
1365,124755520,93,11,19000301,Review 5 -- No Title,1,,http://search.proquest.com/docview/124755520/,24243,single_focus,Nonfiction,nonfiction
1366,90139487,421,18,18871126,Through the Year.,24,421,http://search.proquest.com/docview/90139487/,25067,single_focus,Fiction,fiction
1370,124752291,80,26,19070901,"""Jerry Junior""",1,,http://search.proquest.com/docview/124752291/,24243,single_focus,Fiction,fiction
1371,90379598,13,37,18851231,Review 10 -- No Title,1935,13,http://search.proquest.com/docview/90379598/,24565,single_focus,Non-fiction,nonfiction
1373,89639781,40,IV,18830601,Review 7 -- No Title,38,40,http://search.proquest.com/docview/89639781/,25244,single_focus,Nonfiction,nonfiction
1376,90114580,490,21,18901220,LORD BEACONSFIELD.,26,,http://search.proquest.com/docview/90114580/,25067,single_focus,Nonfiction,nonfiction
1377,89677757,573,LIX,19151209,RECENT FICTION.,707,573,http://search.proquest.com/docview/89677757/,25244,single_focus,Nonfiction,nonfiction
1379,90155769,333,26,18951005,Comparative Philology.,20,,http://search.proquest.com/docview/90155769/,25067,single_focus,Nonfiction,nonfiction
1380,124750525,215,42,19151001,"NICKY-NAN, RESERVIST""",2,,http://search.proquest.com/docview/124750525/,24243,single_focus,Fiction,fiction
1382,90157475,212,32,19011201,CARDIGAN.,12,,http://search.proquest.com/docview/90157475/,25067,single_focus,Fiction,fiction
1384,124762056,493,8,18990101,Review 11 -- No Title,5,,http://search.proquest.com/docview/124762056/,24243,single_focus,Nonfiction,nonfiction
1387,90136560,165,19,18880526,HOMESTEAD HIGHWAYS.,11,165,http://search.proquest.com/docview/90136560/,25067,single_focus,Nonfiction,nonfiction
1389,90371140,10,34,18820427,Literature.,1743,10,http://search.proquest.com/docview/90371140/,24565,single_focus,Religion,nonfiction
1390,124908173,180,13,18900412,Dr. Buel's Dogmatic Theology,328,180,http://search.proquest.com/docview/124908173/,24241,single_focus,Fiction,fiction
1391,124742694,588,61,19250701,A SHELF OF RECENT BOOKS,5,,http://search.proquest.com/docview/124742694/,24243,single_focus,Nonfiction,nonfiction
1392,89673716,329,LIII,19121101,THE HOUSE OF BRONTE.,633,329,http://search.proquest.com/docview/89673716/,25244,single_focus,Nonfiction,nonfiction
1394,90099976,227,18,18870723,THE SHAYBACKS IN CAMP.,15,227,http://search.proquest.com/docview/90099976/,25067,single_focus,Nonfiction,nonfiction
1396,90603231,1804,53,19010801,LITERATURE,2748,1804,http://search.proquest.com/docview/90603231/,24565,single_focus,Nonfiction,nonfiction
1398,90134956,348,20,18891012,MORSE'S LIFE OF FRANKLIN.,21,348,http://search.proquest.com/docview/90134956/,25067,single_focus,Nonfiction,nonfiction
1399,124755999,303,38,19131101,"XII WILL N. HARBEN'S ""THE DESIRED WOMAN""",3,,http://search.proquest.com/docview/124755999/,24243,single_focus,Nonfiction,nonfiction
1401,90115605,37,22,18910131,JOHN ERICSSON.,3,,http://search.proquest.com/docview/90115605/,25067,single_focus,Nonfiction,nonfiction
1403,89673601,202,LV,19130916,FINDING THE TRUTH OF THINGS.,654,202,http://search.proquest.com/docview/89673601/,25244,single_focus,Nonfiction,nonfiction
1404,90090195,155,11,18800508,Review 4 -- No Title,10,155,http://search.proquest.com/docview/90090195/,25067,single_focus,Nonfiction,nonfiction
1405,90138917,405,27,18961128,LANG'S LIFE OF LOCKHART.,24,,http://search.proquest.com/docview/90138917/,25067,single_focus,Nonfiction,nonfiction
1406,124889122,53,26,18960725,"""Yekl""",753,53,http://search.proquest.com/docview/124889122/,24241,single_focus,Nonfiction,nonfiction
1407,90081303,171,30,18990527,HISTORY.,11,,http://search.proquest.com/docview/90081303/,25067,single_focus,Nonfiction,nonfiction
1409,89637120,114,II,18811001,RALPH WALDO EMERSON.,18,114,http://search.proquest.com/docview/89637120/,25244,single_focus,Nonfiction,nonfiction
1410,90155418,277,25,18940908,THE EVOLUTION OF MODERN CAPITALISM.,18,,http://search.proquest.com/docview/90155418/,25067,single_focus,Nonfiction,nonfiction
1412,124899418,303,11,18890622,Literature,286,303,http://search.proquest.com/docview/124899418/,24241,single_focus,Nonfiction,nonfiction
1414,90597110,1117,61,19061108,Review 2 -- No Title,3023,1117,http://search.proquest.com/docview/90597110/,24565,single_focus,Nonfiction,nonfiction
1421,90148296,12,11,18800103,MINOR NOTICES.,1,12,http://search.proquest.com/docview/90148296/,25067,single_focus,Nonfiction,nonfiction
1423,124743941,403,29,19090601,"""Through Welsh Doorways""",4,,http://search.proquest.com/docview/124743941/,24243,single_focus,Nonfiction,nonfiction
1425,89673285,95,XLIII,19070816,An interesting functionary in the English Church.,508,95,http://search.proquest.com/docview/89673285/,25244,single_focus,Nonfiction,nonfiction
1429,89649251,87,XVIII,18950201,The story of Venice.,207,87,http://search.proquest.com/docview/89649251/,25244,single_focus,Nonfiction,nonfiction
1436,124743078,78,32,19100901,II MARK TWAIN'S SPEECHES,1,,http://search.proquest.com/docview/124743078/,24243,single_focus,Nonfiction - speeches,nonfiction
1437,89650728,420,XXIX,19001201,THE PEACE CONFERENCE AT THE HAGUE.,347,420,http://search.proquest.com/docview/89650728/,25244,single_focus,Nonfiction,nonfiction
1439,90539715,457,63,19070822,Review 2 -- No Title,3064,457,http://search.proquest.com/docview/90539715/,24565,single_focus,Nonfiction,nonfiction
1440,90568501,676,62,19070321,"Iles's ""Inventors at Work""",3042,676,http://search.proquest.com/docview/90568501/,24565,single_focus,Nonfiction,nonfiction
1445,90145983,419,14,18831201,BISHOP WHITTINGHAM.,24,419,http://search.proquest.com/docview/90145983/,25067,single_focus,Non-fiction,nonfiction
1446,124892513,286,17,18920521,"Freeman's ""Historical Essays""",535,286,http://search.proquest.com/docview/124892513/,24241,single_focus,Nonfiction,nonfiction
1450,89636377,329,IX,18890401,Review 3 -- No Title,108,329,http://search.proquest.com/docview/89636377/,25244,single_focus,Nonfiction,nonfiction
1451,89681827,213,LXV,19180919,Liberalism Restated,773,213,http://search.proquest.com/docview/89681827/,25244,single_focus,Nonfiction,nonfiction
1452,90123467,365,24,18931104,WERNER VON SIEMENS.,22,,http://search.proquest.com/docview/90123467/,25067,single_focus,Non-fiction,nonfiction
1455,89638581,112,III,18821001,Review 1 -- No Title,30,112,http://search.proquest.com/docview/89638581/,25244,single_focus,Nonfiction,nonfiction
1456,90012908,175,76,19131023,A SHORT AMERICAN HISTORY,3386,175,http://search.proquest.com/docview/90012908/,24565,single_focus,Nonfiction,nonfiction
1457,89686189,203,LXIV,19180228,SHAKESPEAREAN PLAYHOUSES.,761,203,http://search.proquest.com/docview/89686189/,25244,single_focus,Nonfiction,nonfiction
1459,124895326,365,16,18911226,"The Darro ""Alhambra""",417,365,http://search.proquest.com/docview/124895326/,24241,single_focus,Nonfiction,nonfiction
1461,124914686,3,2,18820114,"""South Sea Sketches.""",27,3,http://search.proquest.com/docview/124914686/,24238,single_focus,Nonfiction,nonfiction
1462,124884406,762,35,18990801,"""Elizabeth, Empress of Austria: A Memoir""",866,,http://search.proquest.com/docview/124884406/,24242,single_focus,Nonfiction,nonfiction
1465,89682138,203,XLVIII,19100316,"Vital problems, economic and sociological.",570,203,http://search.proquest.com/docview/89682138/,25244,single_focus,Nonfiction,nonfiction
1466,89670618,58,XLV,19080801,THE UNREST OF THE ORIENT.,531,58,http://search.proquest.com/docview/89670618/,25244,single_focus,Nonfiction,nonfiction
1467,90550796,2815,55,19031126,Review 1 -- No Title,2869,2815,http://search.proquest.com/docview/90550796/,24565,single_focus,Nonfiction,nonfiction
1469,89676253,399,XLVI,19090616,"SHELLEY THE ""ENCHANTED CHILD.""",552,399,http://search.proquest.com/docview/89676253/,25244,single_focus,Nonfiction,nonfiction
1471,124904428,38,,18840726,Reviews,30,38,http://search.proquest.com/docview/124904428/,24240,single_focus,Nonfiction,nonfiction
1473,90590911,486,71,19110831,Review 1 -- No Title,3274,486,http://search.proquest.com/docview/90590911/,24565,single_focus,Nonfiction,nonfiction
1474,90430433,16,40,18880607,Literature.,2062,16,http://search.proquest.com/docview/90430433/,24565,single_focus,Nonfiction - historical,nonfiction
1475,124737476,642,32,19110201,"VIII MARIA THOMPSON DAVIESS'S ""THE ROAD TO PROVIDENCE""",6,,http://search.proquest.com/docview/124737476/,24243,single_focus,Fiction,fiction
1476,89676540,459,,19171108,THE BUDGET.,753,459,http://search.proquest.com/docview/89676540/,25244,single_focus,Nonfiction,nonfiction
1478,90163058,436,23,18921203,THE DRYBURGH EDITION OF THE WAVERLEY NOVELS.,25,,http://search.proquest.com/docview/90163058/,25067,single_focus,Fiction,fiction
1479,124913731,240,,18860515,Reviews,124,240,http://search.proquest.com/docview/124913731/,24241,single_focus,Nonfiction,nonfiction
1481,124745996,340,57,19251101,"""CONJECTURAL, ON SORRY MATTERS BEST UNSOLVED""",3,,http://search.proquest.com/docview/124745996/,24243,single_focus,Fiction,fiction
1484,124741430,170,32,19101001,NINE BOOKS OF THE MONTH,2,,http://search.proquest.com/docview/124741430/,24243,single_focus,Nonfiction,nonfiction
1485,124748017,458,,19020701,"V. E. W. TOWNSEND'S ""DAYS LIKE THESE.""",,,http://search.proquest.com/docview/124748017/,24243,single_focus,Fiction,fiction
